6.19473,-3.182889,-4.85914,-2.15236
6.182237,-3.181666,-4.913314,-1.98907
6.033901,-3.125075,-4.812823,-1.865102
5.920783,-3.07214,-4.715024,-1.840157
5.911979,-3.087999,-4.703395,-1.814893
5.910669,-3.10021,-4.684094,-1.839557
5.911091,-3.119677,-4.700123,-1.765631
5.923597,-3.10512,-4.70021,-1.831737
5.916313,-3.08505,-4.707268,-1.823965
5.920204,-3.060185,-4.718889,-1.848289
5.919089,-3.101066,-4.700307,-1.823765
5.906385,-3.065201,-4.699955,-1.844004
5.888009,-3.065034,-4.688342,-1.814847
5.88747,-3.076962,-4.68453,-1.802715
5.918316,-3.101129,-4.696201,-1.831711
5.888667,-3.076989,-4.684477,-1.806715
5.884994,-3.036,-4.703271,-1.815241
5.898932,-3.075927,-4.699526,-1.802921
5.935354,-3.100139,-4.715091,-1.839969
5.903051,-3.084148,-4.688161,-1.831718
5.924916,-3.096194,-4.703029,-1.843836
5.921482,-3.083935,-4.719437,-1.811133
5.91425,-3.084176,-4.699054,-1.839864
5.909542,-3.088165,-4.692117,-1.835744
5.899463,-3.079811,-4.703748,-1.78695
5.919012,-3.052329,-4.714604,-1.868288
5.931383,-3.124998,-4.703484,-1.814645
5.914064,-3.056014,-4.723197,-1.824372
5.903112,-3.100042,-4.684426,-1.81456
5.903595,-3.043837,-4.7275,-1.799508
5.915897,-3.08389,-4.715544,-1.803081
5.871048,-3.039864,-4.6926,-1.791071
5.890304,-3.06813,-4.684176,-1.827773
5.870795,-3.028158,-4.684028,-1.83204
5.899479,-3.06422,-4.691954,-1.843904
5.914819,-3.092156,-4.696126,-1.835771
5.905479,-3.068087,-4.703175,-1.828025
5.903453,-3.095792,-4.69984,-1.78279
5.907453,-3.084165,-4.692108,-1.835771
5.930841,-3.13289,-4.703715,-1.798593
5.909651,-3.084372,-4.683737,-1.863662
5.898138,-3.076051,-4.692314,-1.818827
5.909484,-3.064221,-4.7029,-1.84805
5.892543,-3.092061,-4.676407,-1.814507
5.90859,-3.096051,-4.692362,-1.818693
5.889666,-3.07207,-4.684306,-1.818747
5.88835,-3.084061,-4.676388,-1.814561
5.913867,-3.099981,-4.699477,-1.81076
5.92417,-3.109025,-4.703392,-1.818752
5.905609,-3.072183,-4.696026,-1.839904
5.908677,-3.068077,-4.707174,-1.828079
5.881252,-3.032104,-4.696089,-1.828173
5.886143,-3.060131,-4.684157,-1.827826
5.921389,-3.137174,-4.676289,-1.831204
5.936186,-3.129058,-4.703374,-1.823617
5.920493,-3.121183,-4.684197,-1.835417
5.90131,-3.076202,-4.688036,-1.839771
5.891564,-3.067998,-4.692402,-1.810881
5.911666,-3.072257,-4.698866,-1.851943
5.938191,-3.105382,-4.702679,-1.871773
5.898676,-3.068076,-4.696228,-1.823933
5.919204,-3.105102,-4.696264,-1.827684
5.919454,-3.125032,-4.688485,-1.814446
5.933118,-3.100328,-4.702773,-1.863807
5.929854,-3.129137,-4.692268,-1.83147
5.94243,-3.092228,-4.722858,-1.856127
5.930392,-3.067916,-4.739344,-1.815505
5.909772,-3.072354,-4.691707,-1.863848
5.891945,-3.048157,-4.696021,-1.836065
5.891674,-3.051883,-4.707521,-1.799189
5.887258,-3.072016,-4.684412,-1.810748
5.909638,-3.076086,-4.703194,-1.827972
5.923646,-3.108025,-4.70339,-1.818758
5.893497,-3.068121,-4.688176,-1.827826
5.881501,-3.044212,-4.68396,-1.839932
5.913002,-3.064059,-4.715164,-1.828212
5.902632,-3.06415,-4.699059,-1.835998
5.939826,-3.140997,-4.703522,-1.814538
5.907319,-3.080069,-4.699257,-1.823892
5.906607,-3.079972,-4.703429,-1.810947
5.929872,-3.117059,-4.703345,-1.823698
5.90364,-3.071999,-4.703357,-1.815
5.916641,-3.096309,-4.687871,-1.855635
5.932101,-3.125094,-4.699311,-1.82759
5.911423,-3.100147,-4.688199,-1.831611
5.927354,-3.096247,-4.702923,-1.851835
5.913319,-3.076008,-4.711313,-1.819079
5.891922,-3.081175,-4.676155,-1.831579
5.91358,-3.113282,-4.676019,-1.847363
5.900002,-3.064999,-4.70334,-1.815047
5.941475,-3.133049,-4.707383,-1.823644
5.913036,-3.097138,-4.692192,-1.831684
5.883385,-3.072998,-4.680468,-1.806688
5.923597,-3.10512,-4.70021,-1.831737
5.930599,-3.097148,-4.711084,-1.839936
5.911909,-3.096891,-4.703629,-1.798834
5.915343,-3.077041,-4.711249,-1.824072
5.924622,-3.093281,-4.699863,-1.855815
5.916386,-3.101005,-4.700426,-1.814766
5.924296,-3.1253,-4.679994,-1.851335
5.965725,-3.13738,-4.714701,-1.875718
5.909288,-3.073113,-4.703134,-1.831991
5.901428,-3.093006,-4.688462,-1.81066
5.925694,-3.109119,-4.70022,-1.83171
5.91603,-3.069149,-4.711017,-1.840124
5.891693,-3.068908,-4.696563,-1.798929
5.89515,-3.043891,-4.715448,-1.803348
5.933373,-3.124962,-4.707536,-1.810699
5.919409,-3.09712,-4.700191,-1.831791
5.919328,-3.109138,-4.692221,-1.831604
5.905722,-3.075999,-4.703366,-1.814973
5.873503,-3.079855,-4.672804,-1.782538
5.898548,-3.089069,-4.684346,-1.818633
5.911999,-3.100988,-4.69648,-1.810713
5.930324,-3.097301,-4.702819,-1.859828
5.913614,-3.128934,-4.684707,-1.798367
5.889404,-3.059962,-4.696435,-1.806988
5.893936,-3.040292,-4.695737,-1.856117
5.901063,-3.097112,-4.680299,-1.823526
5.937113,-3.133092,-4.70033,-1.82755
5.897395,-3.105096,-4.672385,-1.818366
5.930444,-3.085283,-4.71079,-1.860014
5.907715,-3.069264,-4.695859,-1.851923
5.904963,-3.072936,-4.707465,-1.807047
5.928887,-3.120908,-4.707633,-1.802726
5.908706,-3.096961,-4.696524,-1.80674
5.872157,-3.06014,-4.668212,-1.823614
5.893011,-3.060042,-4.696276,-1.818987
5.890365,-3.067971,-4.692455,-1.806881
5.907455,-3.111835,-4.692825,-1.786589
5.936622,-3.129148,-4.699215,-1.835563
5.896807,-3.07975,-4.703867,-1.777951
5.901474,-3.056354,-4.691669,-1.863955
5.877185,-3.067918,-4.680615,-1.794723
5.913677,-3.091909,-4.707564,-1.802921
5.89467,-3.095818,-4.688841,-1.782643
5.923646,-3.108025,-4.70339,-1.818758
5.898171,-3.105033,-4.676491,-1.81042
5.895655,-3.08489,-4.692655,-1.794769
5.920921,-3.09314,-4.703128,-1.835857
5.911757,-3.089282,-4.687908,-1.851683
5.892767,-3.068024,-4.692348,-1.814881
5.910805,-3.097327,-4.679874,-1.855522
5.902417,-3.072193,-4.692026,-1.839851
5.881362,-3.055827,-4.696691,-1.787017
5.932131,-3.125155,-4.696205,-1.83555
5.914592,-3.092999,-4.703407,-1.814859
5.916166,-3.0893,-4.691854,-1.855735
5.885153,-3.043829,-4.707608,-1.791243
5.946757,-3.133246,-4.703011,-1.851587
5.932058,-3.105247,-4.702944,-1.851775
5.936597,-3.109301,-4.702848,-1.859747
5.929083,-3.109353,-4.691796,-1.863601
5.904397,-3.081291,-4.683889,-1.851683
5.889599,-3.052139,-4.692084,-1.831986
5.921185,-3.105066,-4.700317,-1.823738
5.904955,-3.104862,-4.692756,-1.790635
5.921429,-3.113138,-4.69223,-1.831577
5.886968,-3.036184,-4.69594,-1.840145
5.894193,-3.076283,-4.675931,-1.847611
5.93461,-3.169996,-4.680699,-1.806039
5.902578,-3.085364,-4.675793,-1.859549
5.884181,-3.088989,-4.67256,-1.802475
5.909773,-3.080183,-4.696045,-1.839851
5.89285,-3.084989,-4.684496,-1.806661
5.903819,-3.09322,-4.680077,-1.839551
