0,0,0,-0.94408901372549,0.0378726078431373,0.893120754901961
0,0,10,-0.467091374509804,0.00895943725490196,0.592755833333333
0,0,20,-0.271244798039216,0.000229064705882353,0.386083650980392
0,10,0,-0.763119392156863,0.430896935294118,0.760355292156862
0,10,10,-0.404454839215686,0.209889643137255,0.51894947254902
0,10,20,-0.241538694117647,0.101018739215686,0.365308080392157
0,20,0,-0.484804894117647,0.491662188235294,0.419606870588235
0,20,10,-0.298936978431373,0.278673488235294,0.363779276470588
0,20,20,-0.200948503921569,0.153233241176471,0.280141676470588
10,0,0,-0.77620652745098,0.0014059431372549,1.64257450196078
10,0,10,-0.360423509803922,0.000457747058823529,0.86546531372549
10,0,20,-0.202121445098039,-0.00452850588235294,0.513795750980392
10,10,0,-0.573676196078431,0.680361792156863,1.31234938039216
10,10,10,-0.287787074509804,0.282137819607843,0.740283207843137
10,10,20,-0.178901339215686,0.123582307843137,0.472833250980392
10,20,0,-0.182118305882353,0.753169678431372,0.646016137254902
10,20,10,-0.175212660784314,0.363320792156863,0.462537060784314
10,20,20,-0.139078723529412,0.1895319,0.361954982352941
20,0,0,-0.241888764705882,-0.0202608215686274,2.11702636666667
20,0,10,-0.148507019607843,-0.0143845862745098,1.00900398823529
20,0,20,-0.105827707843137,-0.0152848549019608,0.58182202745098
20,10,0,-0.0724957039215686,0.893084852941176,1.54790799019608
20,10,10,-0.100926335294118,0.32834871372549,0.84092217254902
20,10,20,-0.0855116372549019,0.131760549019608,0.530927603921569
20,20,0,0.222483537254902,0.9483486,0.293499325490196
20,20,10,-0.0481222254901961,0.417054994117647,0.480974503921569
20,20,20,-0.0685786450980392,0.204871566666667,0.388175160784314
