0,0,0,0.785708768627451,-0.900478541176471,-0.148499641176471
0,0,10,0.636019037254902,-0.732193447058823,0.129598349019608
0,0,20,0.47377572745098,-0.56444678627451,0.25969224117647
0,10,0,1.32791891960784,-1.03048178235294,-0.0248057529411765
0,10,10,1.00338478039216,-0.801259245098039,0.34453337254902
0,10,20,0.668934823529412,-0.567621554901961,0.439908570588235
0,20,0,2.07599752352941,-0.913545570588235,0.18219548627451
0,20,10,1.38796266470588,-0.665149627450981,0.599854880392157
0,20,20,0.875702139215686,-0.448079033333333,0.652754119607843
10,0,0,0.603516509803921,-0.492677664705882,-0.174139560784314
10,0,10,0.533487737254902,-0.45481687254902,0.00677297254901961
10,0,20,0.428369709803922,-0.383182574509804,0.130652437254902
10,10,0,0.929139111764706,-0.499062921568627,-0.165679694117647
10,10,10,0.764733262745098,-0.450158670588235,0.0777573450980392
10,10,20,0.569681205882353,-0.370589592156863,0.214477768627451
10,20,0,1.30270423529412,-0.406454552941177,-0.189862584313726
10,20,10,1.00579429019608,-0.372298241176471,0.148852552941176
10,20,20,0.707428447058823,-0.299724088235294,0.308758131372549
20,0,0,0.421961733333333,-0.284722266666667,-0.184123756862745
20,0,10,0.401736525490196,-0.279380684313726,-0.0529213980392157
20,0,20,0.344315809803922,-0.257148568627451,0.0448415156862745
20,10,0,0.59411897254902,-0.175936717647059,-0.214418125490196
20,10,10,0.535467537254902,-0.244710584313725,-0.0484901039215686
20,10,20,0.440652107843137,-0.238488025490196,0.0833319705882353
20,20,0,0.913374262745098,0.0184041490196078,-0.550649854901961
20,20,10,0.672157974509804,-0.199128354901961,-0.0806509803921569
20,20,20,0.527151017647059,-0.190991429411765,0.114522725490196
